metric,dimension,group,district,school,year,value,share,status_flag
enrollment,Disability Status,SwD,Trans Center for Youth,Escuela Verde,2024-25,29.0,0.2397,
enrollment,Disability Status,SwoD,Trans Center for Youth,Escuela Verde,2024-25,92.0,0.7603,
enrollment,Disability Status,SwD,United Community Center,Bruce Guadalupe,2022-23,111.0,0.0816,
enrollment,Disability Status,SwoD,United Community Center,Bruce Guadalupe,2022-23,1249.0,0.9184,
enrollment,Disability Status,SwD,United Community Center,Bruce Guadalupe,2023-24,128.0,0.0908,
enrollment,Disability Status,SwoD,United Community Center,Bruce Guadalupe,2023-24,1282.0,0.9092,
enrollment,Disability Status,SwD,United Community Center,Bruce Guadalupe,2024-25,148.0,0.1085,
enrollment,Disability Status,SwoD,United Community Center,Bruce Guadalupe,2024-25,1216.0,0.8915,
enrollment,Disability Status,SwD,United Community Center,United Community Center Acosta Middle School,2022-23,34.0,0.1809,
enrollment,Disability Status,SwoD,United Community Center,United Community Center Acosta Middle School,2022-23,154.0,0.8191,
enrollment,Disability Status,SwD,United Community Center,United Community Center Acosta Middle School,2023-24,21.0,0.1167,
enrollment,Disability Status,SwoD,United Community Center,United Community Center Acosta Middle School,2023-24,159.0,0.8833,
enrollment,Disability Status,SwD,United Community Center,United Community Center Acosta Middle School,2024-25,19.0,0.1011,
enrollment,Disability Status,SwoD,United Community Center,United Community Center Acosta Middle School,2024-25,169.0,0.8989,
enrollment,Disability Status,SwD,United Community Center Acosta Middle,United Community Center Acosta Middle School,2018-19,12.0,0.0714,
enrollment,Disability Status,SwoD,United Community Center Acosta Middle,United Community Center Acosta Middle School,2018-19,156.0,0.9286,
enrollment,Disability Status,SwD,United Community Center Acosta Middle,United Community Center Acosta Middle School,2019-20,16.0,0.0899,
enrollment,Disability Status,SwoD,United Community Center Acosta Middle,United Community Center Acosta Middle School,2019-20,162.0,0.9101,
enrollment,Disability Status,SwD,United Community Center Acosta Middle,United Community Center Acosta Middle School,2020-21,39.0,0.1848,
enrollment,Disability Status,SwoD,United Community Center Acosta Middle,United Community Center Acosta Middle School,2020-21,172.0,0.8152,
enrollment,Disability Status,SwD,United Community Center Acosta Middle,United Community Center Acosta Middle School,2021-22,44.0,0.2105,
enrollment,Disability Status,SwoD,United Community Center Acosta Middle,United Community Center Acosta Middle School,2021-22,165.0,0.7895,
enrollment,Disability Status,SwD,Wauwatosa,East High,2018-19,117.0,0.0982,
enrollment,Disability Status,SwoD,Wauwatosa,East High,2018-19,1074.0,0.9018,
enrollment,Disability Status,SwD,Wauwatosa,East High,2019-20,113.0,0.0959,
enrollment,Disability Status,SwoD,Wauwatosa,East High,2019-20,1065.0,0.9041,
enrollment,Disability Status,SwD,Wauwatosa,East High,2020-21,113.0,0.0986,
enrollment,Disability Status,SwoD,Wauwatosa,East High,2020-21,1033.0,0.9014,
enrollment,Disability Status,SwD,Wauwatosa,East High,2021-22,110.0,0.1019,
enrollment,Disability Status,SwoD,Wauwatosa,East High,2021-22,969.0,0.8981,
enrollment,Disability Status,SwD,Wauwatosa,East High,2022-23,123.0,0.1153,
enrollment,Disability Status,SwoD,Wauwatosa,East High,2022-23,944.0,0.8847,
enrollment,Disability Status,SwD,Wauwatosa,East High,2023-24,137.0,0.1316,
enrollment,Disability Status,SwoD,Wauwatosa,East High,2023-24,904.0,0.8684,
enrollment,Disability Status,SwD,Wauwatosa,East High,2024-25,137.0,0.1314,
enrollment,Disability Status,SwoD,Wauwatosa,East High,2024-25,906.0,0.8686,
enrollment,Disability Status,SwD,Wauwatosa,Eisenhower Elementary,2018-19,56.0,0.1478,
enrollment,Disability Status,SwoD,Wauwatosa,Eisenhower Elementary,2018-19,323.0,0.8522,
enrollment,Disability Status,SwD,Wauwatosa,Eisenhower Elementary,2019-20,54.0,0.1448,
enrollment,Disability Status,SwoD,Wauwatosa,Eisenhower Elementary,2019-20,319.0,0.8552,
enrollment,Disability Status,SwD,Wauwatosa,Eisenhower Elementary,2020-21,42.0,0.1207,
enrollment,Disability Status,SwoD,Wauwatosa,Eisenhower Elementary,2020-21,306.0,0.8793,
enrollment,Disability Status,SwD,Wauwatosa,Eisenhower Elementary,2021-22,45.0,0.1257,
enrollment,Disability Status,SwoD,Wauwatosa,Eisenhower Elementary,2021-22,313.0,0.8743,
enrollment,Disability Status,SwD,Wauwatosa,Eisenhower Elementary,2022-23,47.0,0.1257,
enrollment,Disability Status,SwoD,Wauwatosa,Eisenhower Elementary,2022-23,327.0,0.8743,
enrollment,Disability Status,SwD,Wauwatosa,Eisenhower Elementary,2023-24,47.0,0.1324,
enrollment,Disability Status,SwoD,Wauwatosa,Eisenhower Elementary,2023-24,307.0,0.8648,
enrollment,Disability Status,SwD,Wauwatosa,Eisenhower Elementary,2024-25,51.0,0.1367,
enrollment,Disability Status,SwoD,Wauwatosa,Eisenhower Elementary,2024-25,322.0,0.8633,
enrollment,Disability Status,SwD,Wauwatosa,Jefferson Elementary,2018-19,51.0,0.1821,
enrollment,Disability Status,SwoD,Wauwatosa,Jefferson Elementary,2018-19,229.0,0.8179,
enrollment,Disability Status,SwD,Wauwatosa,Jefferson Elementary,2019-20,49.0,0.1738,
enrollment,Disability Status,SwoD,Wauwatosa,Jefferson Elementary,2019-20,233.0,0.8262,
enrollment,Disability Status,SwD,Wauwatosa,Jefferson Elementary,2020-21,28.0,0.112,
enrollment,Disability Status,SwoD,Wauwatosa,Jefferson Elementary,2020-21,222.0,0.888,
enrollment,Disability Status,SwD,Wauwatosa,Jefferson Elementary,2021-22,34.0,0.1293,
enrollment,Disability Status,SwoD,Wauwatosa,Jefferson Elementary,2021-22,229.0,0.8707,
enrollment,Disability Status,SwD,Wauwatosa,Jefferson Elementary,2022-23,40.0,0.1681,
enrollment,Disability Status,SwoD,Wauwatosa,Jefferson Elementary,2022-23,198.0,0.8319,
enrollment,Disability Status,SwD,Wauwatosa,Jefferson Elementary,2023-24,45.0,0.194,
enrollment,Disability Status,SwoD,Wauwatosa,Jefferson Elementary,2023-24,187.0,0.806,
enrollment,Disability Status,SwD,Wauwatosa,Jefferson Elementary,2024-25,35.0,0.1577,
enrollment,Disability Status,SwoD,Wauwatosa,Jefferson Elementary,2024-25,187.0,0.8423,
enrollment,Disability Status,SwD,Wauwatosa,Lincoln Elementary,2018-19,43.0,0.1429,
enrollment,Disability Status,SwoD,Wauwatosa,Lincoln Elementary,2018-19,258.0,0.8571,
enrollment,Disability Status,SwD,Wauwatosa,Lincoln Elementary,2019-20,44.0,0.141,
enrollment,Disability Status,SwoD,Wauwatosa,Lincoln Elementary,2019-20,268.0,0.859,
enrollment,Disability Status,SwD,Wauwatosa,Lincoln Elementary,2020-21,55.0,0.1846,
enrollment,Disability Status,SwoD,Wauwatosa,Lincoln Elementary,2020-21,243.0,0.8154,
enrollment,Disability Status,SwD,Wauwatosa,Lincoln Elementary,2021-22,60.0,0.1967,
enrollment,Disability Status,SwoD,Wauwatosa,Lincoln Elementary,2021-22,245.0,0.8033,
enrollment,Disability Status,SwD,Wauwatosa,Lincoln Elementary,2022-23,66.0,0.2062,
enrollment,Disability Status,SwoD,Wauwatosa,Lincoln Elementary,2022-23,254.0,0.7938,
enrollment,Disability Status,SwD,Wauwatosa,Lincoln Elementary,2023-24,51.0,0.1518,
enrollment,Disability Status,SwoD,Wauwatosa,Lincoln Elementary,2023-24,285.0,0.8482,
enrollment,Disability Status,SwD,Wauwatosa,Lincoln Elementary,2024-25,57.0,0.1696,
enrollment,Disability Status,SwoD,Wauwatosa,Lincoln Elementary,2024-25,279.0,0.8304,
enrollment,Disability Status,SwD,Wauwatosa,Longfellow Middle,2018-19,93.0,0.1189,
enrollment,Disability Status,SwoD,Wauwatosa,Longfellow Middle,2018-19,689.0,0.8811,
enrollment,Disability Status,SwD,Wauwatosa,Longfellow Middle,2019-20,85.0,0.1108,
enrollment,Disability Status,SwoD,Wauwatosa,Longfellow Middle,2019-20,682.0,0.8892,
enrollment,Disability Status,SwD,Wauwatosa,Longfellow Middle,2020-21,102.0,0.1349,
enrollment,Disability Status,SwoD,Wauwatosa,Longfellow Middle,2020-21,654.0,0.8651,
enrollment,Disability Status,SwD,Wauwatosa,Longfellow Middle,2021-22,101.0,0.1407,
enrollment,Disability Status,SwoD,Wauwatosa,Longfellow Middle,2021-22,617.0,0.8593,
enrollment,Disability Status,SwD,Wauwatosa,Longfellow Middle,2022-23,109.0,0.1479,
enrollment,Disability Status,SwoD,Wauwatosa,Longfellow Middle,2022-23,628.0,0.8521,
enrollment,Disability Status,SwD,Wauwatosa,Longfellow Middle,2023-24,97.0,0.1293,
enrollment,Disability Status,SwoD,Wauwatosa,Longfellow Middle,2023-24,653.0,0.8707,
enrollment,Disability Status,SwD,Wauwatosa,Longfellow Middle,2024-25,107.0,0.1368,
enrollment,Disability Status,SwoD,Wauwatosa,Longfellow Middle,2024-25,675.0,0.8632,
enrollment,Disability Status,SwD,Wauwatosa,Madison Elementary,2018-19,49.0,0.1617,
enrollment,Disability Status,SwoD,Wauwatosa,Madison Elementary,2018-19,254.0,0.8383,
enrollment,Disability Status,SwD,Wauwatosa,Madison Elementary,2019-20,44.0,0.1429,
enrollment,Disability Status,SwoD,Wauwatosa,Madison Elementary,2019-20,264.0,0.8571,
enrollment,Disability Status,SwD,Wauwatosa,Madison Elementary,2020-21,49.0,0.1763,
enrollment,Disability Status,SwoD,Wauwatosa,Madison Elementary,2020-21,229.0,0.8237,
enrollment,Disability Status,SwD,Wauwatosa,Madison Elementary,2021-22,49.0,0.1738,
enrollment,Disability Status,SwoD,Wauwatosa,Madison Elementary,2021-22,233.0,0.8262,
enrollment,Disability Status,SwD,Wauwatosa,Madison Elementary,2022-23,57.0,0.1979,
enrollment,Disability Status,SwoD,Wauwatosa,Madison Elementary,2022-23,231.0,0.8021,
enrollment,Disability Status,SwD,Wauwatosa,Madison Elementary,2023-24,53.0,0.2087,
enrollment,Disability Status,SwoD,Wauwatosa,Madison Elementary,2023-24,201.0,0.7913,
enrollment,Disability Status,SwD,Wauwatosa,Madison Elementary,2024-25,46.0,0.179,
enrollment,Disability Status,SwoD,Wauwatosa,Madison Elementary,2024-25,211.0,0.821,
enrollment,Disability Status,SwD,Wauwatosa,McKinley Elementary,2018-19,39.0,0.097,
enrollment,Disability Status,SwoD,Wauwatosa,McKinley Elementary,2018-19,363.0,0.903,
enrollment,Disability Status,SwD,Wauwatosa,McKinley Elementary,2019-20,38.0,0.0934,
enrollment,Disability Status,SwoD,Wauwatosa,McKinley Elementary,2019-20,369.0,0.9066,
enrollment,Disability Status,SwD,Wauwatosa,McKinley Elementary,2020-21,44.0,0.1158,
enrollment,Disability Status,SwoD,Wauwatosa,McKinley Elementary,2020-21,336.0,0.8842,
enrollment,Disability Status,SwD,Wauwatosa,McKinley Elementary,2021-22,49.0,0.1303,
enrollment,Disability Status,SwoD,Wauwatosa,McKinley Elementary,2021-22,327.0,0.8697,
enrollment,Disability Status,SwD,Wauwatosa,McKinley Elementary,2022-23,52.0,0.1316,
enrollment,Disability Status,SwoD,Wauwatosa,McKinley Elementary,2022-23,343.0,0.8684,
enrollment,Disability Status,SwD,Wauwatosa,McKinley Elementary,2023-24,50.0,0.1295,
enrollment,Disability Status,SwoD,Wauwatosa,McKinley Elementary,2023-24,336.0,0.8705,
enrollment,Disability Status,SwD,Wauwatosa,McKinley Elementary,2024-25,52.0,0.134,
enrollment,Disability Status,SwoD,Wauwatosa,McKinley Elementary,2024-25,336.0,0.866,
enrollment,Disability Status,SwD,Wauwatosa,Roosevelt Elementary,2018-19,49.0,0.1228,
enrollment,Disability Status,SwoD,Wauwatosa,Roosevelt Elementary,2018-19,350.0,0.8772,
enrollment,Disability Status,SwD,Wauwatosa,Roosevelt Elementary,2019-20,53.0,0.1265,
enrollment,Disability Status,SwoD,Wauwatosa,Roosevelt Elementary,2019-20,366.0,0.8735,
enrollment,Disability Status,SwD,Wauwatosa,Roosevelt Elementary,2020-21,47.0,0.1205,
enrollment,Disability Status,SwoD,Wauwatosa,Roosevelt Elementary,2020-21,343.0,0.8795,
enrollment,Disability Status,SwD,Wauwatosa,Roosevelt Elementary,2021-22,52.0,0.125,
enrollment,Disability Status,SwoD,Wauwatosa,Roosevelt Elementary,2021-22,364.0,0.875,
enrollment,Disability Status,SwD,Wauwatosa,Roosevelt Elementary,2022-23,62.0,0.1498,
enrollment,Disability Status,SwoD,Wauwatosa,Roosevelt Elementary,2022-23,352.0,0.8502,
enrollment,Disability Status,SwD,Wauwatosa,Roosevelt Elementary,2023-24,71.0,0.1749,
enrollment,Disability Status,SwoD,Wauwatosa,Roosevelt Elementary,2023-24,335.0,0.8251,
enrollment,Disability Status,SwD,Wauwatosa,Roosevelt Elementary,2024-25,63.0,0.1591,
enrollment,Disability Status,SwoD,Wauwatosa,Roosevelt Elementary,2024-25,333.0,0.8409,
enrollment,Disability Status,SwD,Wauwatosa,Underwood Elementary,2018-19,57.0,0.1477,
enrollment,Disability Status,SwoD,Wauwatosa,Underwood Elementary,2018-19,329.0,0.8523,
enrollment,Disability Status,SwD,Wauwatosa,Underwood Elementary,2019-20,61.0,0.1593,
enrollment,Disability Status,SwoD,Wauwatosa,Underwood Elementary,2019-20,322.0,0.8407,
enrollment,Disability Status,SwD,Wauwatosa,Underwood Elementary,2020-21,56.0,0.1543,
enrollment,Disability Status,SwoD,Wauwatosa,Underwood Elementary,2020-21,307.0,0.8457,
enrollment,Disability Status,SwD,Wauwatosa,Underwood Elementary,2021-22,63.0,0.168,
enrollment,Disability Status,SwoD,Wauwatosa,Underwood Elementary,2021-22,312.0,0.832,
enrollment,Disability Status,SwD,Wauwatosa,Underwood Elementary,2022-23,65.0,0.1935,
enrollment,Disability Status,SwoD,Wauwatosa,Underwood Elementary,2022-23,271.0,0.8065,
enrollment,Disability Status,SwD,Wauwatosa,Underwood Elementary,2023-24,62.0,0.1851,
enrollment,Disability Status,SwoD,Wauwatosa,Underwood Elementary,2023-24,273.0,0.8149,
enrollment,Disability Status,SwD,Wauwatosa,Underwood Elementary,2024-25,45.0,0.1429,
enrollment,Disability Status,SwoD,Wauwatosa,Underwood Elementary,2024-25,270.0,0.8571,
enrollment,Disability Status,SwD,Wauwatosa,Vel R Phillips School,2018-19,18.0,0.4091,
enrollment,Disability Status,SwoD,Wauwatosa,Vel R Phillips School,2018-19,26.0,0.5909,
enrollment,Disability Status,SwD,Wauwatosa,Vel R Phillips School,2019-20,6.0,0.1429,
enrollment,Disability Status,SwoD,Wauwatosa,Vel R Phillips School,2019-20,36.0,0.8571,
enrollment,Disability Status,SwD,Wauwatosa,Vel R Phillips School,2020-21,11.0,0.2245,
enrollment,Disability Status,SwoD,Wauwatosa,Vel R Phillips School,2020-21,38.0,0.7755,
enrollment,Disability Status,SwD,Wauwatosa,Vel R Phillips School,2021-22,21.0,0.2121,
enrollment,Disability Status,SwoD,Wauwatosa,Vel R Phillips School,2021-22,78.0,0.7879,
enrollment,Disability Status,SwD,Wauwatosa,Vel R Phillips School,2022-23,37.0,0.3491,
enrollment,Disability Status,SwoD,Wauwatosa,Vel R Phillips School,2022-23,69.0,0.6509,
enrollment,Disability Status,SwD,Wauwatosa,Vel R Phillips School,2023-24,28.0,0.2353,
enrollment,Disability Status,SwoD,Wauwatosa,Vel R Phillips School,2023-24,90.0,0.7563,
enrollment,Disability Status,SwD,Wauwatosa,Vel R Phillips School,2024-25,35.0,0.2518,
enrollment,Disability Status,SwoD,Wauwatosa,Vel R Phillips School,2024-25,104.0,0.7482,
enrollment,Disability Status,SwD,Wauwatosa,Washington Elementary,2018-19,51.0,0.1574,
enrollment,Disability Status,SwoD,Wauwatosa,Washington Elementary,2018-19,273.0,0.8426,
enrollment,Disability Status,SwD,Wauwatosa,Washington Elementary,2019-20,55.0,0.1786,
enrollment,Disability Status,SwoD,Wauwatosa,Washington Elementary,2019-20,253.0,0.8214,
enrollment,Disability Status,SwD,Wauwatosa,Washington Elementary,2020-21,46.0,0.162,
enrollment,Disability Status,SwoD,Wauwatosa,Washington Elementary,2020-21,238.0,0.838,
enrollment,Disability Status,SwD,Wauwatosa,Washington Elementary,2021-22,44.0,0.1477,
enrollment,Disability Status,SwoD,Wauwatosa,Washington Elementary,2021-22,254.0,0.8523,
enrollment,Disability Status,SwD,Wauwatosa,Washington Elementary,2022-23,51.0,0.1771,
enrollment,Disability Status,SwoD,Wauwatosa,Washington Elementary,2022-23,237.0,0.8229,
enrollment,Disability Status,SwD,Wauwatosa,Washington Elementary,2023-24,59.0,0.2042,
enrollment,Disability Status,SwoD,Wauwatosa,Washington Elementary,2023-24,230.0,0.7958,
enrollment,Disability Status,SwD,Wauwatosa,Washington Elementary,2024-25,48.0,0.1684,
enrollment,Disability Status,SwoD,Wauwatosa,Washington Elementary,2024-25,237.0,0.8316,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa Montessori School,2018-19,24.0,0.1311,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa Montessori School,2018-19,159.0,0.8689,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa Montessori School,2019-20,22.0,0.1189,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa Montessori School,2019-20,163.0,0.8811,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa Montessori School,2020-21,21.0,0.12,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa Montessori School,2020-21,154.0,0.88,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa Montessori School,2021-22,22.0,0.1272,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa Montessori School,2021-22,151.0,0.8728,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa Montessori School,2022-23,23.0,0.1278,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa Montessori School,2022-23,157.0,0.8722,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa Montessori School,2023-24,26.0,0.1461,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa Montessori School,2023-24,152.0,0.8539,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa Montessori School,2024-25,28.0,0.1591,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa Montessori School,2024-25,148.0,0.8409,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa STEM,2018-19,19.0,0.1429,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa STEM,2018-19,114.0,0.8571,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa STEM,2019-20,14.0,0.1,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa STEM,2019-20,126.0,0.9,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa STEM,2020-21,11.0,0.0833,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa STEM,2020-21,121.0,0.9167,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa STEM,2021-22,8.0,0.0593,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa STEM,2021-22,127.0,0.9407,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa STEM,2022-23,11.0,0.084,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa STEM,2022-23,120.0,0.916,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa STEM,2023-24,9.0,0.0687,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa STEM,2023-24,122.0,0.9313,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa STEM,2024-25,11.0,0.0866,
enrollment,Disability Status,SwoD,Wauwatosa,Wauwatosa STEM,2024-25,116.0,0.9134,
enrollment,Disability Status,SwD,Wauwatosa,Wauwatosa Virtual Academy,2018-19,10.0,0.0625,
