metric,category,unit,district,school,group,year,value,yoy_change,pct_change,status_flag,enrollment
discipline,expulsion,count,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2020-21,0.0,-7.0,-100.0,Zero expulsions reported,732.0
discipline,expulsion,count,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2021-22,2.0,2.0,,,717.0
discipline,expulsion,count,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2022-23,1.0,-1.0,-50.0,,670.0
discipline,expulsion,count,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2023-24,10.0,9.0,900.0,,769.0
discipline,expulsion,count,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2024-25,19.0,9.0,89.99999999999999,,696.0
discipline,all,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2018-19,3.13,,,,1087.0
discipline,all,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2019-20,3.34,0.20999999999999996,6.709265175718859,,1079.0
discipline,all,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2020-21,0.64,-2.6999999999999997,-80.83832335329342,Small count (<10 removals) — rate imprecise,1087.0
discipline,all,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2021-22,6.51,5.87,917.1875,,1090.0
discipline,all,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2022-23,3.31,-3.1999999999999997,-49.15514592933947,,1089.0
discipline,all,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2023-24,2.37,-0.94,-28.398791540785496,,1054.0
discipline,all,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2024-25,5.56,3.1899999999999995,134.59915611814344,,1043.0
discipline,suspension,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2018-19,3.13,,,,1087.0
discipline,suspension,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2019-20,3.34,0.20999999999999996,6.709265175718859,,1079.0
discipline,suspension,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2020-21,0.64,-2.6999999999999997,-80.83832335329342,Small count (<10 removals) — rate imprecise,1087.0
discipline,suspension,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2021-22,6.42,5.78,903.125,,1090.0
discipline,suspension,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2022-23,3.21,-3.21,-50.0,,1089.0
discipline,suspension,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2023-24,2.37,-0.8399999999999999,-26.16822429906541,,1054.0
discipline,suspension,rate,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2024-25,5.56,3.1899999999999995,134.59915611814344,,1043.0
discipline,expulsion,count,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2018-19,0.0,,,Zero expulsions reported,1087.0
discipline,expulsion,count,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2019-20,0.0,0.0,,Zero expulsions reported,1079.0
discipline,expulsion,count,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2020-21,0.0,0.0,,Zero expulsions reported,1087.0
discipline,expulsion,count,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2021-22,1.0,1.0,,,1090.0
discipline,expulsion,count,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2022-23,1.0,0.0,0.0,,1089.0
discipline,expulsion,count,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2023-24,0.0,-1.0,-100.0,Zero expulsions reported,1054.0
discipline,expulsion,count,Nicolet Union High School,Nicolet High,Nicolet High — All Students,2024-25,0.0,0.0,,Zero expulsions reported,1043.0
discipline,all,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2018-19,0.73,,,Small count (<10 removals) — rate imprecise,413.0
discipline,all,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2019-20,1.53,0.8,109.58904109589041,Small count (<10 removals) — rate imprecise,391.0
discipline,all,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2020-21,0.8,-0.73,-47.71241830065359,Small count (<10 removals) — rate imprecise,375.0
discipline,all,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2021-22,0.77,-0.030000000000000027,-3.749999999999998,Small count (<10 removals) — rate imprecise,391.0
discipline,all,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2022-23,2.39,1.62,210.3896103896104,Small count (<10 removals) — rate imprecise,376.0
discipline,all,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2023-24,1.56,-0.8300000000000001,-34.72803347280335,Small count (<10 removals) — rate imprecise,385.0
discipline,all,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2024-25,2.39,0.8300000000000001,53.20512820512822,Small count (<10 removals) — rate imprecise,376.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2018-19,0.73,,,Small count (<10 removals) — rate imprecise,413.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2019-20,1.53,0.8,109.58904109589041,Small count (<10 removals) — rate imprecise,391.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2020-21,0.8,-0.73,-47.71241830065359,Small count (<10 removals) — rate imprecise,375.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2021-22,0.77,-0.030000000000000027,-3.749999999999998,Small count (<10 removals) — rate imprecise,391.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2022-23,2.39,1.62,210.3896103896104,Small count (<10 removals) — rate imprecise,376.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2023-24,1.56,-0.8300000000000001,-34.72803347280335,Small count (<10 removals) — rate imprecise,385.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2024-25,2.39,0.8300000000000001,53.20512820512822,Small count (<10 removals) — rate imprecise,376.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,413.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,391.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,375.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,391.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,376.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,385.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Carollton Elementary,Carollton Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,376.0
discipline,all,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2018-19,9.87,,,,304.0
discipline,all,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2019-20,5.84,-4.029999999999999,-40.830800405268484,,308.0
discipline,all,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2020-21,1.6,-4.24,-72.6027397260274,Small count (<10 removals) — rate imprecise,312.0
discipline,all,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2021-22,9.15,7.550000000000001,471.875,,328.0
discipline,all,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2022-23,8.44,-0.7100000000000009,-7.759562841530066,,308.0
discipline,all,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2023-24,3.58,-4.859999999999999,-57.58293838862558,,307.0
discipline,all,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2024-25,5.76,2.1799999999999997,60.89385474860334,,295.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2018-19,9.87,,,,304.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2019-20,5.84,-4.029999999999999,-40.830800405268484,,308.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2020-21,1.6,-4.24,-72.6027397260274,Small count (<10 removals) — rate imprecise,312.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2021-22,9.15,7.550000000000001,471.875,,328.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2022-23,8.12,-1.0300000000000011,-11.256830601092904,,308.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2023-24,3.58,-4.539999999999999,-55.911330049261075,,307.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2024-25,5.76,2.1799999999999997,60.89385474860334,,295.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,304.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,308.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,312.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,328.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2022-23,1.0,1.0,,,308.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2023-24,0.0,-1.0,-100.0,Zero expulsions reported,307.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Cedar Hills Elementary,Cedar Hills Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,295.0
discipline,all,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2018-19,3.3,,,,394.0
discipline,all,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2019-20,3.32,0.020000000000000018,0.60606060606061,,392.0
discipline,all,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2020-21,0.27,-3.05,-91.86746987951807,Small count (<10 removals) — rate imprecise,374.0
discipline,all,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2021-22,1.05,0.78,288.88888888888886,Small count (<10 removals) — rate imprecise,380.0
discipline,all,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2022-23,2.96,1.91,181.90476190476187,,372.0
discipline,all,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2023-24,2.96,0.0,0.0,,372.0
discipline,all,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2024-25,0.82,-2.14,-72.2972972972973,Small count (<10 removals) — rate imprecise,368.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2018-19,3.3,,,,394.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2019-20,3.32,0.020000000000000018,0.60606060606061,,392.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2020-21,0.27,-3.05,-91.86746987951807,Small count (<10 removals) — rate imprecise,374.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2021-22,1.05,0.78,288.88888888888886,Small count (<10 removals) — rate imprecise,380.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2022-23,2.96,1.91,181.90476190476187,,372.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2023-24,2.96,0.0,0.0,,372.0
discipline,suspension,rate,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2024-25,0.82,-2.14,-72.2972972972973,Small count (<10 removals) — rate imprecise,368.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,394.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,392.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,374.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,380.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,372.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,372.0
discipline,expulsion,count,Oak Creek-Franklin Joint,Deerfield Elementary,Deerfield Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,368.0
discipline,all,rate,Oak Creek-Franklin Joint,Early Learning Academy,Early Learning Academy — All Students,2018-19,0.0,,,Zero suspensions/expulsions reported,289.0
discipline,all,rate,Oak Creek-Franklin Joint,Early Learning Academy,Early Learning Academy — All Students,2019-20,0.0,0.0,,Zero suspensions/expulsions reported,308.0
discipline,all,rate,Oak Creek-Franklin Joint,Early Learning Academy,Early Learning Academy — All Students,2020-21,0.0,0.0,,Zero suspensions/expulsions reported,285.0
discipline,all,rate,Oak Creek-Franklin Joint,Early Learning Academy,Early Learning Academy — All Students,2021-22,0.0,0.0,,Zero suspensions/expulsions reported,268.0
